,ID,Text,Englisch
534,AS07BA,Ich habe mit den Zusammenschriften der Vorlesungsinhalte zum Thema Diagnostik gearbeitet. Es fiel mir zunächst etwas schwer aber durch die Hilfestellungen bin ich vorangekommen. Ich bin mit dem Fallbeispiel besser zurechtgekommen als mit der Theorie Aufgabe. Das Anwenden gelang mir leichter und schneller.,"I worked with the compilations of the lecture content on the subject of diagnostics. It was a bit difficult for me at first, but I made progress through the help. I got along better with the case study than with the theory. I made it easier and faster."
535,AN20NU,"Ich habe mir erst gründlich die dazugehörige PPP angeschaut und mir die Folien, die für die Aufgabe am wichtigsten war, markiert. Somit habe ich mich vor dem Beginn der Aufgabe schon gut mit dem Themenfeld auseinandergesetzt. Bei Unklarheiten von Begriffen, habe ich nochmal genauer nach recherchiert. Während der Bearbeitung sind dennoch der guten Vorbereitung an manchen Stellen Probleme aufgetreten, aber durch die Tipps konnten auch diese gelöst werden. Zunächst habe ich alle Kenntnisse für die Aufgabe aufgeschrieben und im Anschluss am Fallbeispiel angewendet. Bei der Anwendung konnte ich nun überprüfen, ob ich die Kenntnisse verstanden habe. An Stellen, wo ich Probleme bei der Anwendung hatte, habe ich nochmal genauer nachgelesen.  Zunächst hatte ich Unsicherheiten, ob ich die Aufgabe so richtig bearbeitet habe. Die Musterlösung hat mir dann aber bestätigt, dass ich auf dem richtigen Weg war, allerdings die Kenntnisse nicht ausführlich genug aufgeschrieben habe, dadurch weiß, dass ich bei der nächsten Aufgabe ausführlicher die Kenntnisse erklären muss. Im Allgemeinem ist zu sagen, dass die Aufgabenbewältigen trotz Problemen gut geklappt hat und ich nun weiß was ich bei der nächste Aufgabe besser umsetzten kann.","I thoroughly looked at the associated PPP and marked the films that were most important for the task. So before the start of the task I dealt well with the topic. In the event of ambiguities of terms, I have researched more precisely. However, problems arose during the processing of good preparation in some places, but the tips could also be solved. First of all, I wrote down all knowledge of the task and then applied to the case study. During the application I was able to check whether I understood the knowledge. In places where I had problems with the application, I read more closely. First of all, I had uncertainties as to whether I really worked on the task. The sample solution then confirmed to me that I was on the right track, but did not write down the knowledge in detail enough, know that I have to explain the knowledge more detail in the next task. In general, it should be said that the task coping has worked out well despite problems and now I know what I can better implement in the next task."
536,SY12SC,"Zu Beginn der Aufgabenbearbeitung habe ich mir zunächst die zu bearbeitende Frage durchgelesen und in Teilfragen aufgeteilt, welche ich mir zunächst auf ein Blockblatt herausgeschrieben habe. Dann habe ich mich an die Vorlesungsfolien gesetzt und diese zunächst einmal komplett durchgelesen. Im zweiten Schritt habe ich versucht mir von den Folien wichtige Informationen die zur Bearbeitung der Fragestellung passen herausgeschrieben und diese gleich passend unter die Teilfragen auf mein Blockblatt notiert. Somit hatte ich zunächst eine grobe Informationsübersicht, mit der ich dann weiter arbeiten konnte. Damit ich nicht möglicherweise ander Fragestellung vorbei arbeite habe ich mir die Hinweise zu der Aufgabenstellung durchgelesen, durch welche ich Festgestellt habe, dass ich noch einige Punkte auf meiner groben Informationsübersicht ergänzen kann, was ich dann auch gemacht habe. Während der Ausarbeitung habe ich stets an meiner Informationsübersicht entlang gearbeitet und einige Male nochmal auf den Folien nachgelesen, um meine Antwort noch konkreter zu gestalten.Während der Ausformulierung ist mir des öfteren aufgefallen, dass ich meine Vorarbeit etwas ausführlicher hätte gestalten können, sodass ich weniger auf den Folien im weiterem Schreiben nachlesen muss, um die Zusammenhänge erneut zu erkennen. Nachdem ich mit der Ausarbeitung der Aufgabe fertig war, habe ich mir meine Arbeit noch einmal durchgelesen, um etwaige Lücken zu füllen, was durchaus zum Schluss sehr sinnvoll war.Nach Abgabe meiner Ausarbeitung, las ich mir die Musterlösungen durch und suchte mir eine der für mich am schlüssigsten Lösungen aus und verglich diese mit meiner. An einzelnen Stellen erkannte ich, dass ich etwas ausführlicher geantwortet hatte und ich mich an anderen Stellen dafür etwas kürzer gefasst hatte, trotz Beachtung aller gegebener Hinweise.Dies zeigte mir, dass trotz aller Hinweise gibt es viele Möglichkeiten sich mit der Thematik zu beschäftigen und auf die Fragen zu antworten. Für mich waren meine Antworten am Ende dennoch schlüssig, weshalb ich keine weiteren Änderungen an meiner Antwort vornahm.Abschließend kann ich sagen, dass ich mit meiner Herangehensweise an die Aufgabe ganz zufrieden war, ich nur bei der zweiten Aufgabe definitiv meine Vorarbeit etwas ausführlicher gestalte, sodass ich im Schreibprozess weniger nachlesen muss.Grundsätzlich konnte ich mich mit der Aufgabenstellung gut an das Thema „Pädagogische Diagnostik“ herantasten und das Thema gut verstehen","At the beginning of the tasks, I first read through the question to be processed and divided into partial questions, which I first wrote down on a block sheet. Then I sat down on the lecture foils and first read them completely. In the second step, I tried to find out important information from the foils that matched the processing of the question and noted them with the sub -questions on my block sheet. So first I had a rough information overview, with which I was able to continue working. So that I may not work by any other question, I read the information about the task through which I found that I can add a few points on my rough information overview, which I did. During the elaboration, I always worked along my information overview and read again on the foils a few times to make my answer even more specifically. During the formulation, I often noticed that I could have designed my preparatory work a little more detailed so that I was less must read on the films in a further letter to recognize the connections again. After I was ready to work out the task, I read my work again to fill any gaps, which was very useful at the end. After submitting my elaboration, I read the sample solutions and searched for one of the for The most conclusive solutions and compared them to mine. In individual places I realized that I had answered a little more in more detail and that I had taken a little shorter in other places, despite the attention of all the information given. The questions to answer. In the end, my answers were conclusive for me, which is why I made no further changes to my answer. In conclusion, I can say that I was completely satisfied with my approach to the task, I will only make my preliminary work a little more detailed in the second task, So that I have to read less in the writing process. Basically, I was able to approach the topic of ""pedagogical diagnostics"" with the task and understand the topic well"
537,,"Ich habe die hochgeladen Aufzeichnungen bezüglich zum Themenbereich angeschaut und vorgenommen diese stichpunktartig zusammenzufassen. Ich habe mich sicher gefühlt da Ich mir ausreichend Zeit zur Anfertigung meiner Bearbeitung genommen habe.  Ich habe mir mehrere Tage zu Bearbeitung der Inhalte des Themas genommen um dadurch Teilziele für die Bearbeitung des Themas zu haben und dann anschließend in aller ruhe die Aufgaben zu bearbeiten. Habe schrittweise die Aufgabenstellung der jeweiligen aufgaben angeschaut und analysiert um ein Verständnis dafür zu verschaffen, welche von in den Aufgaben verlangt wird. Ich habe mir die Tipps angeschaut, die bei der Aufgabenstellung mit dabei waren, um mir eine bessere Auskunft über die Aufgaben zu verschaffen. Danach habe ich in meine Unterlagen geschaut und diese parallel griffbereit gehalten, um die einzelnen Aufgaben zu bearbeiten. Ich habe die Aufgaben schriftlich bearbeitet anhand der Kriterien und Lösungen, die sich meines Erachtens von mir verlangt wurden. Durch diese Methodik ist mir die Bearbeitung der Aufgaben mit der Zeit immer leichter gefallen. Die selbständige praktische Erarbeitung gab mir Erfahrung das Thema frei anzuwenden und das Wissen fast schon spielerisch zu internalisieren.Die Aufgabenstellung kam mir anfangs zu wage vor, jedoch mit den bereitgestellten Hilfsmitteln kann ich rückblickend sagen, dass sie durchaus fair waren und ich nicht das Gefühl hatte, überwältigt zu sein. Insgesamt bin ich sehr zufrieden mit den Ergebnissen, die ich selbst fabriziert habe. Schlussendlich kann ich sagen, dass durch diesen Ansatz der Wissensabfrage ein natürlicheres und eine druckfreiere Lernatmosphäre verschafft wurde, die sich möglicherweise besser zum Lernen eignet, als eine Abfrage des Wissens in Form einer Prüfung. ","I looked at the uploaded records regarding the subject area and made them together. I felt safe because I took enough time to make my processing. I took several days to process the content of the topic in order to have partial goals for processing the topic and then work out the tasks in peace. I gradually looked at the task of the respective tasks and analyzed to provide an understanding of which is required in the tasks. I looked at the tips that were included in the task in order to provide me with better information about the tasks. Then I looked into my documents and kept them at hand in hand to work on the individual tasks. I have processed the tasks in writing based on the criteria and solutions that I think was required. Due to this methodology, I fell more and more to process the tasks over time. The independent practical development gave me experience freely to apply the topic and almost already internalized the knowledge. The task was initially dared, but with the aids provided I can say in retrospect that they were quite fair and I did not feel that they were fair to be overwhelmed. Overall, I am very satisfied with the results that I have fabricated myself. In the end, I can say that this approach of knowledge question gives a more natural and a more pressure -free learning atmosphere that may be more suitable for learning than a query of knowledge in the form of an exam."
538,Me30Bi,"Bei diesem Themenfeld habe ich mich mehr schwer getan als bei dem anderen, was glaub ich daran lag dass es hier viel mehr um Fachwissen und Fachbegriffe ging. Obwohl die Fragen und der Fall selbst klar waren, fand ich es trotzdem schwer die richtige Antwort oder auch Erklärung zu den jeweiligen Fragen zu finden. Trotz dessen habe ich einen Weg gefunden und bin nach er Analyse der Lösung auf folgenden Entschluss gekommen. Bei der 1. Aufgabe habe ich wortwörtlich eine Skizze von dem Themenfeld ""Pädagogische Diagnostik"" erstellt und habe einiges mit berücksichtigt aber es zu grob gehalten da ich vieles ausgelassen habe. Ich habe das Themenfeld nicht definiert, also nicht erklärt um was es sich genau bei der Pädagogischen Diagnostik handelt. Auch die Gegenüberstellung von formellen und informellen Verfahren habe ich nicht erwähnt, die Strukturierung des Feldes der schulischen Diagnostik in Anlehnung an unterschiedliche Sachen usw. Ich habe lediglich Begriffe in Verbindung mit Pädagogischer Diagnostik gebracht, die allerdings sich als richtig ergeben haben. Bei der 2. Aufgabe ist mir mehr gelungen als bei der Ersten. Bei dem 1. Teil ist es mir gelungen alles nötige zu erwähnen außer der kriterialen Bezugsnorm. Bei dem 2. Teil der Aufgabe ist mir auch einiges gelungen, aber einiges habe ich da auch nicht erwähnt, wie z.B. Aufgaben geben mit diagnostischem Potenzial, also mit unterschiedlichen Niveaustufen, oder auch realistische Bewertungsstandards setzen. In Bezug auf den schlechten Notenschnitt habe ich nicht die Kommunikation mit den Lernenden berücksichtigt. Bei dem letzten Teil, also der Begründung der Antwort, bin ich nicht auf den Vorteil eingegangen dass sich der Kompetenzstand der Schüler ausbreitet. Auch habe ich nicht die traditionellen Verfahren ""kritisiert"", aber trotz dessen habe ich den großen Vorteil für die Schüler erwähnt und den Vorteil von formellen Verfahren gegenüber summativen. Im Allgemeinen habe ich viele richtige Sachen und Aspekte erwähnt, jedoch nicht in aller Ausführlichkeit.","In this topic, I was more difficult than with the other, which I think was that there was a lot more about specialist knowledge and technical terms. Although the questions and the case themselves were clear, I still found it difficult to find the right answer or explanation on the respective questions. Despite this, I found a way and, after analyzing the solution, I came to the following decision. In the first task, I literally created a sketch of the subject area ""Pedagogical Diagnostics"" and took a lot into account but kept it too rough because I left a lot. I have not defined the topic, so I have not explained what exactly the pedagogical diagnostics are. I also did not mention the comparison of formal and informal procedures, the structuring of the field of school diagnostics based on different things, etc. I only brought terms in connection with pedagogical diagnostics, which, however, have arisen as correct. In the second task I succeeded more than in the first. In the first part, I have succeeded in mentioning everything necessary except for the criteria reference standard. In the second part of the task I also succeeded in doing a lot, but I also did not mention some, such as giving tasks with diagnostic potential, i.e. with different levels, or also realistic evaluation standards. With regard to the poor grade average, I did not take communication with the learners into account. In the last part, i.e. the justification of the answer, I did not respond to the advantage that the pupil's level of competence spreads. I also did not ""criticize"" the traditional procedures, but despite this, I mentioned the great advantage for the students and the advantage of formal procedures compared to summates. In general, I mentioned many right things and aspects, but not in detail."
539,Ne30Nü,"Ich habe mich vor der Bearbeitung der Aufgabe mit dem Thema der Diagnostik durch Bücher und meiner Mitstudierenden (aus höheren Semestern), bekannt gemacht. Es hat mich sehr motiviert mich mit diesem Themenfeld der Pädagogik auseinanderzusetzen. Daher brachte ich schon großes Interesse mit. Zum einen weil ich aktuell (seit fast 2 Jahren) neben dem Studium an drei verschiedenen Grundschulen arbeite und die Theorie des Bereiches für mich nur eine Bereicherung sein konnte. Zum anderen war dies der Grund, weshalb ich mich auch aufgrund meines Schulalltags sehr vorbereitet gefühlt hab.Die Auseinandersetzung mit dem Thema Pädagogische Diagnostik, hat mir großen Spaß bereitet, da es mich auch mit mir selbst reflektieren ließ. Kinder und Jugendlichen unabhängig von ihrem Hintergrund und ihren Fähigkeiten individuell angepasste Förderung zu gewährleisten, ist aus allen Perspektiven betrachtet wahrscheinlich die beste und förderlichste Herangehensweise. Menschen können nicht nach einem Schema bewertet werden. Wir sind aufgrund von vielerlei Hinsichten, unterschiedliche Individuen mit den unterschiedlichsten Geschichten und Prägungen. Menschen (bzw. Kinder und Jugendliche) nach der selben Messlatte zu bewerten oder sie gar zu vergleichen (neigt man ja oft selbst dazu) ist wohl die absurdeste Idee. Und doch tun wir es. Sich damit auseinanderzusetzen und sich selbst zu hinterfragen, ist der erste Schritt in die richtige Richtung. Ich habe aufjedenfall verstanden, worum es bei der Aufgabe ging und habe sie meines Erachtens gut erledigen und bearbeiten können.","Before processing the task with the topic of diagnostics through books and my fellow students (from higher semesters), I made myself known. It motivated me to deal with this topic of pedagogy. So I brought great interest. On the one hand because I am currently working at three different primary schools in addition to studying (for almost 2 years) and the theory of the area could only be an enrichment for me. On the other hand, this was the reason, which is why I felt very prepared because of my everyday school life. The examination of the topic of pedagogical diagnostics was great fun, because it also let me reflect with myself. Regardless of their background and skills, children and adolescents to ensure individually adapted funding is probably the best and most beneficial approach from all perspectives. People cannot be rated according to a scheme. We are different from many things, different individuals with a wide variety of stories and embossing. To evaluate people (or children and adolescents) according to the same bar or even to compare them (you often tend to do so yourself) is probably the most absurd idea. And yet we do it. To deal with it and question yourself is the first step in the right direction. In any case, I understood what the task was about and, in my opinion, were able to do and edit them well."
540,BE02FR,"Zu dem Beginn habe ich mir die passende Vorlesung vorgenommen und dabei die wichtigsten Sachen markiert und Rausgeschrieben. Anschließend habe ich ein paar Fremdwörter nachgeschlagen und mir die Aufgabenstellung und den Fallbeispiel durchgelesen. Ich habe ein paar Stichpunkte festgehalten und eine Struktur entwickelt. Ich habe versucht mich in die Position der Lehrkraft hineinzuversetzen und nebenbei bin ich die Vorlesungsfolien durchgegangen, um mir die diagnostischen Verfahren noch einmal genauer in Betracht nehmen zu können. Passend zur zweiten Aufgabe habe ich mir eine Tabelle erstellt, um mir eine bessere Übersicht zu verfassen. Diese habe ich unterteilt in (bereits getan, Zukunft und mögliche Verbesserungsideen). So ist mir die Verfassung meines Textes deutlich einfacher gefallen.Während dem Bearbeitungszeitraum habe ich festgestellt, dass man während dem Fallbeispiel lernt die Fachbegriffe anzuwenden und genauer zu verstehen, und man kann sich besser in die Rolle des Lernenden und Lehrenden hineinversetzen.Ich bin der Auffassung, die Inhalte aus der Vorlesung und dem Seminar besser verstanden zu haben und diese auf dem vorgegebenen Fall gut angewendet zu haben","At the beginning I made the right lecture and marked the most important things and wrote it out. Then I looked up a few foreign words and read the task and the case study. I captured a few key points and developed a structure. I tried to put myself in the position of the teacher and by the way, I went through the lecture foils so that I was able to take a closer look at the diagnostic procedures. In keeping with the second task, I created a table to write me a better overview. I have divided them into (already done, future and possible improvement ideas). So I liked the constitution of my text much easier. During the processing period, I have found that during the case study, you learn to apply the technical terms and to understand it more precisely, and you can better put yourself in the role of the learner and teacher. I am of the opinion to have better understood the content from the lecture and the seminar and to have used it well in the given case"
541,AN27NÜ,"Die Grundlagen der pädagogischen Diagnostik zu verstehen war nicht besonders schwer, da es sinnvoll und wichtig ist den Unterricht empirisch zu analysieren. Jedoch ist es mir schwer gefallen die Fülle an Informationen miteinander zu verbinden. Die einzelnen Folien an sich waren allesamt schlüssig und verständlich, jedoch den Sprung zu schaffen daraus ein „großes Ganzes“ zu bilden ist mir sehr schwergefallen. Dies spiegelt sich auch in meiner Bearbeitung der Aufgabe wieder. Mein geschriebener Text enthält nicht ansatzweise so viel Information wie die Musterlösung und es ist mir schwer gefallen den gesamten Stoff auf ein recht mageres Fallbeispiel anzuwenden. Das Fallbeispiel hat für mich zu wenig Information gehabt, sodass man den kompletten Stoff darauf hätte anwenden können, was für mich ein wenig zu viel Freiheit geboten hat. Trotzdem bin ich der Auffassung, dass ich einiges dazugelernt habe und einen Teil davon mit Sicherheit auch als Lehrer anwenden werde. Ich habe vor allem erkannt, wie wichtig es ist den Unterricht konstant zu hinterfragen und zu optimieren. ","Understanding the basics of pedagogical diagnostics was not particularly difficult because it makes sense to empirically analyze the lessons. However, it was difficult for me to connect the abundance of information together. The individual films themselves were all coherent and understandable, but to make the jump from it to form a ""large whole"" was very difficult for me. This is also reflected in my processing of the task. My written text does not begin to contain as much information as the sample solution and it was difficult for me to use the entire fabric to use a rather lean case study. The case study has had too little information for me, so that the complete fabric could have been used to apply what has offered a little too much freedom for me. Nevertheless, I believe that I have learned a lot and will certainly use part of it as a teacher. Above all, I recognized how important it is to constantly question and optimize lessons."
542,SI04NE,"Reflexion zur Situation vor der Bearbeitung der Thematik Einführung in die pädagogische Diagnostik: Bevor ich mit der konkreten Bearbeitung beginnen konnte, nahm ich mir vor mich mit den vorangehenden Folien aus der Vorlesung zum Thema „pädagogische Diagnostik“ zu beschäftigen. Nach mehrmaligen Lesen, der für mich persönlich besonders relevanten Punkte zur Bearbeitung des Fallbeispiels, schrieb ich mir Stichpunkte aus dem Skript der Vorlesung heraus. Falls etwas für mich nicht verständlich war, habe ich die mit Hilfe des Internets recherchiert.  Während der Bearbeitung, der Teilaufgabe 1 hatte ich relativ wenig Schwierigkeiten. Die für mich wichtig erscheinenden Punkte, konnte ich in das Portfolio 1 gut eingliedern. Die Tipps habe ich als eine Art Absicherung und Zwischenkontrolle genutzt, um nichts zu übersehen. Bei der 2. Teilaufgabe hingegen fiel es mir ein wenig schwer mich nur auf die Diagnoseinstrumente zu konzentrieren. Mehrmals fiel es mir auf, dass ich davon abwich und konkreter auf anderen Ebenen auf das Fallbeispiel eingehen wollte. Hierbei haben mir die Tipps genutzt, mich wieder mehr auf das Angeforderte zu konzentrieren und die eigentliche Frage, nicht aus den Augen zu verlieren. ","Reflection on the situation before processing the topic Introduction to pedagogical diagnostics: Before I could start the concrete processing, I took care of the lecture on the subject of ""pedagogical diagnostics"" in front of myself. After reading several times, the points, which is particularly relevant to me personally to process the case study, I wrote out key points from the script of the lecture. If something was not understandable to me, I researched it with the help of the Internet. I had relatively little difficulty during processing, partial task 1. I was able to integrate the points that seemed important to me to portfolio 1. I used the tips as a kind of protection and intermediate control so as not to overlook anything. In the second partial task, on the other hand, it was a little difficult for me to concentrate on the diagnostic instruments. Several times I noticed that I wanted to deviate from it and to deal with the case study at other levels. Here the tips used me to concentrate more on the requested and the actual question not to lose sight of."
543,YV15SC,"Zu Beginn befasste ich mich mit dem Themengebiet der Pädagogischen Diagnostik, indem ich die uns zur Verfügung gestellten Folien gründlich bearbeitete und mir eine Zusammenfassung mit den wichtigsten Fakten erstellte. Unklarheiten und aufkommende Fragen beseitigte ich durch die Recherche im Internet. Zur Beantwortung der Fragen nutzte ich lediglich die Folien aus der PowerPoint „VL_Päd. Diagnostik“, sowie meine Zusammenfassung. Mir fielen die Aufgaben dadurch nicht schwer und ich wusste schnell was ich als Antwort schreiben möchte. Dabei hatte ich jedoch Schwierigkeiten meine Gedanken zu ordnen und diese in einen sinnvollen Zusammenhang zu bringen. Zunächst schrieb ich alles in Stichpunkten auf und nutzte diese dann um einen logischen Fließtext zu verfassen. Nachdem ich mir die Musterlösung anschaute, bemerkte ich zunächst, dass ich die Quellenangabe vernachlässigt habe, da ich nicht an den jeweiligen Stellen die genutzten Seiten aus der Folie, sowie die in der PowerPoint genutzte Literatur angab. Anschließend verglich ich meine Lösung mit der Musterlösung und stellte fest, dass ich die Aufgaben richtig beantwortete, jedoch nicht so ausführlich wie vorgegeben. Vor allem den zweiten Teil der Aufgabe hätte ich ausführlicher gestalten können. ","At the beginning I dealt with the topic of pedagogical diagnostics by thoroughly editing the films provided to us and creating a summary with the most important facts. I disparaged ambiguities and arising questions by researching the Internet. To answer the questions, I only used the films from the PowerPoint “VL_Päd. Diagnostics ”, as well as my summary. It was not difficult for me to do the tasks and I quickly knew what I would like to write as an answer. However, I had difficulty arranging my thoughts and bringing them into a meaningful connection. At first I wrote down everything in key points and then used them to write a logical body. After looking at the sample solution, I first noticed that I neglected the source, since I did not specify the pages used from the film at the respective places, as well as the literature used in the PowerPoint. Then I compared my solution with the sample solution and found that I answered the tasks correctly, but not as detailed as specified. I could have made the second part of the task more detailed."
544,CL25PA ,"Zuerst habe ich den Foliensatz zum Thema durchgearbeitet und parallel die wichtigsten Inhalte zusammengefasst. Dabei sind mir an manchen Stellen Verknüpfungen zu anderen Fächern (z.B. Psychologie) aufgefallen, die ich dann noch einmal extra markiert habe. Bei eventuellen Unklarheiten habe ich versucht durch das Internet an weiterführende Literatur und Informationen zu kommen. Als das erledigt war, habe ich mir die Aufgabenstellung und die Hinweise durchgelesen. Nach Sichtung der Aufgabenstellung, habe ich zuerst meine spontanen Gedanken in Form von Stichpunkten festgehalten und anschließend sortiert. Ich habe versucht Verbindungen zwischen den Lerninhalten zu ziehen und diese in Beziehung zu setzen. Anschließend habe ich begonnen den Text zu schreiben. Nach Bedarf habe ich in meine Zusammenfassung geschaut, um noch einmal genau nachzulesen, wie was gemeint war. Als der Text fertig geschrieben war, habe ich ihn noch einmal durchgelesen und anschließend hochgeladen. Nach Erhalt der Musterlösung, habe ich diese durchgelesen und mit meiner Abgabe verglichen. Dabei ist aufgefallen, dass ich an einigen Stellen mich genauer hätte ausdrücken können bzw. Fachbegriffe erklären hätte sollen. Auch bei der zweiten Aufgabe, habe ich einige Aspekte genannt, aber längst nicht so detailreich und ausführlich, wie das Feedback es hergibt. Dennoch hat es mir sehr geholfen, dass Feedback durchzuarbeiten und ich habe fest gestellt, dass mir die meisten Punkte was sagen und ich einschätzen kann wie man sie mit meiner Lösung in Verbindung setzen hätte können. ","First I worked through the film set on the topic and summarized the most important content in parallel. In some places I noticed links to other subjects (e.g. psychology), which I then marked again. In the event of any ambiguities, I tried to get further literature and information through the Internet. When that was done, I read the task and the information. After viewing the task, I first captured my spontaneous thoughts in the form of key points and then sorted. I tried to draw connections between the learning content and relate them. Then I started writing the text. As required, I looked into my summary to read again exactly how what was meant. When the text was written, I read it again and then uploaded it. After receiving the sample solution, I read it through and compared it with my delivery. It was noticed that I could have expressed myself more precisely in some places or should have explained technical terms. Also in the second task, I called some aspects, but by no means as detailed and detailed as the feedback gives it. Nevertheless, it helped me a lot to work through feedback and I found that most points to tell me and I can assess how you could have connected them to my solution."
545,,"Ich hatte bereits Vorkenntnisse in Psychologie aus der Schule, sowie den Vorlesungen in Psychologie an der FAU. Um im Allgemeinen einen Standard bei diagnostischen Verfahren zu garantieren sind Güterkriterien unerlässlich. Besonders bei der pädagogischen Diagnostik unterscheidet man Statusdiagnostik und Prozessdiagnostik, welche beide im Schulalltag regelmäßig Anwendung finden. Mit der Funktion der Selektion ist vorallem die Statusdiagnostik am Ende der Grundschulzeit anzuführen, da hier entschieden werden muss, welchen weiteren Schulweg die Schüler einschlagen. Mit diesem Vorwissen machte ich mich an die Bearbeitung der Folien, sowie Materialien. Zuerst habe ich die Folien durchgesehen und mir dabei wichtige Begriffe, sowie Erklärungen herausgeschrieben. Danach wurden diese zusammengefasst, zu übersichtlichen Notizen und mit Beispielen ergänzt. Hierbei lege ich wert, die wichtigsten Begriffe zu markieren, um ein besseres Einprägen dieser zu fördern. Auch neugewonnene Erkenntnisse, welche ich durch die Folien erfahren habe, hebe ich hervor. Dies war hier bei den Lernmessungen im allgemeinen, sowie die Unterscheidung zwischen formativer und summativer Lernmessung der Fall. Bekanntes wird zwar auch notiert, aber lediglich zur Auffrischung.  Neben der Unterscheidung in der Lernmessung lernte ich auch die Wichtigkeit qualitativer Rückmeldung kennen. Sowohl für Schüler, um ihren eigenen Lernfortschritt erfassen zu können, als auch für die Lehrkraft selbst, um ihren Unterricht anzupassen, ist es von Vorteil an diese Lernfortschritte anzuknüpfen und sie zu fördern. Mit den bereits vorhandenen Vorkenntnissen konnte ich die Materialien und vor allem die Folien schnell erfassen und diese übersichtlich sortieren. Besonders die Wichtigkeit der pädagogischen Diagnostik haben mir diese vor Augen geführt. Auch ihre vielseitige Anwendbarkeit im Schulalltag war mir vorher nicht so sehr bewusst. ","I already had previous knowledge in psychology from school and the lectures in psychology at the FAU. In order to guarantee a standard for diagnostic procedures, goods criteria are essential. Especially with pedagogical diagnostics, a distinction is made between status diagnostics and process diagnostics, both of which are regularly used in everyday school life. With the function of the selection, status diagnostics at the end of the primary school period must be mentioned, since it has to be decided which further way to school the students take. With this prior knowledge, I started to process the foils and materials. First I looked through the foils and wrote out important terms and explanations. After that, these were summarized, supplemented into clear notes and examples. Here I value marking the most important terms in order to promote better memory. I also emphasize newly gained knowledge that I have learned from the foils. This was the case here with the learning measurements in general, as well as the distinction between formative and hummatic learning measurement. The known is also noted, but only for refreshment. In addition to the distinction in learning measurement, I also got to know the importance of qualitative feedback. Both for pupils to be able to record their own learning progress and for the teacher themselves to adapt their lessons, it is an advantage to build on and promote them. With the existing previous knowledge, I was able to quickly grasp the materials and especially the foils and sort them out clearly. In particular, the importance of pedagogical diagnostics showed me in mind. I was also not so aware of your versatile applicability in everyday school life."
546,UR31PE,"Mich interessierte die Thematik. Vor der Bearbeitung der Thematik habe ich mich nicht gut vorbereitet auf die Aufgabe gefühlt. Ich habe aber verstanden, was ich bei der Aufgabe erledigen soll.Ich bin relativ gut mit den Lerninhalten zurechtgekommen und war konzentriert beim Arbeiten. Mit der schriftlichen Aufgabe bin ich ebenfalls gut zurechtgekommen. Mit dem selbstständigen Lernen bin ich auch gut zurechtgekommen, wobei mir die Videoaufzeichnungen der Vorlesungen sehr geholfen haben.Ich würde meinen Kompetenzstand zum Thema „Einführung in die Pädagogische Diagnostik“ als gut einschätzen und die Musterlösung der Aufgabe war hilfreich, meinen Wissensstand noch einmal zu ergänzen. Meine Lösung zur schriftlichen Aufgabe beurteile ich ebenfalls als gut. Abschließend bewerte ich meine gesamte Lerneinheit als gelungen, habe aber zum Bearbeiten der gesamten Lerneinheit relativ viel Zeit benötigt.","I was interested in the topic. Before processing the topic, I didn't feel well prepared for the task. But I understood what to do with the task. I got back to the learning content relatively well and was concentrated when working. I also got along well with the written task. I also got along well with the independent learning, whereby the video recordings of the lectures helped me a lot. . I also assess my solution to the written task as good. Finally, I rate my entire learning unit as successful, but needed a lot of time to edit the entire learning unit."
